customer_id,customer_name,email,age,gender,city,region,signup_date,customer_status,total_orders,total_spend,total_profit,average_order_value,last_purchase,total_quantity,days_since_last_purchase,has_purchased
C02928,Aarav Anderson,aarav.anderson2928@example.com,37,Other,Lucknow,North,2025-06-27,Active,6.0,849.72,269.27,141.62,2025-09-03,10.0,119.0,1
C02929,David Gupta,david.gupta2929@example.com,50,Male,Bengaluru,South,2023-07-09,Inactive,1.0,1879.01,257.89,1879.01,2024-07-24,4.0,525.0,1
C02930,Michael Singh,michael.singh2930@example.com,44,Female,Chennai,South,2024-02-18,Active,12.0,7238.63,2205.2,603.2191666666666,2025-12-09,26.0,22.0,1
C02931,Divya Moore,divya.moore2931@example.com,43,Male,Chandigarh,North,2024-07-25,Active,1.0,156.11,38.65,156.11,2024-02-25,2.0,675.0,1
C02932,Ananya Malhotra,ananya.malhotra2932@example.com,30,Female,Nagpur,West,2023-02-01,Active,1.0,138.37,42.74,138.37,2025-02-16,1.0,318.0,1
C02933,Rohan Nair,rohan.nair2933@example.com,26,Other,Mysuru,South,2025-01-11,Active,2.0,542.88,187.7,271.44,2025-02-07,4.0,327.0,1
C02934,Olivia Wilson,olivia.wilson2934@example.com,44,Other,Chennai,South,2024-01-06,Active,2.0,176.32,46.19,88.16,2024-06-08,6.0,571.0,1
C02935,David Johnson,david.johnson2935@example.com,43,Male,Mysuru,South,2025-05-06,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02936,David Das,david.das2936@example.com,49,Female,Kolkata,East,2025-06-27,Active,2.0,1926.52,235.55,963.26,2025-08-15,5.0,138.0,1
C02937,Varun Davis,varun.davis2937@example.com,28,Female,Mysuru,South,2023-12-16,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02938,Varun Anderson,varun.anderson2938@example.com,32,Female,Kochi,South,2024-07-11,Active,2.0,180.89,66.69,90.445,2025-08-23,2.0,130.0,1
C02939,Vikram Reddy,vikram.reddy2939@example.com,18,Other,Nagpur,West,2024-01-27,Active,11.0,2753.81,1051.28,250.34636363636363,2025-09-29,20.0,93.0,1
C02940,Daniel Reddy,daniel.reddy2940@example.com,31,Male,Ranchi,East,2023-01-16,Active,1.0,134.34,53.1,134.34,2024-10-19,1.0,438.0,1
C02941,Olivia Wilson,olivia.wilson2941@example.com,44,Male,Mumbai,West,2025-02-23,Active,3.0,520.44,174.56,173.48000000000002,2025-12-28,6.0,3.0,1
C02942,Aditya Anderson,aditya.anderson2942@example.com,30,Male,Guwahati,East,2023-09-15,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02943,Kavya Singh,kavya.singh2943@example.com,41,Male,Ranchi,East,2024-08-24,Active,11.0,2978.0,814.3000000000001,270.72727272727275,2025-12-22,25.0,9.0,1
C02944,Vikram Miller,vikram.miller2944@example.com,33,Male,Guwahati,East,2025-05-25,Active,11.0,6192.16,1942.85,562.9236363636363,2025-11-10,20.0,51.0,1
C02945,Michael Rao,michael.rao2945@example.com,38,Male,Kochi,South,2023-01-07,Active,5.0,3806.7200000000003,1201.25,761.344,2025-12-08,11.0,23.0,1
C02946,Karan Joshi,karan.joshi2946@example.com,23,Male,Goa,West,2023-02-26,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02947,Rohan Reddy,rohan.reddy2947@example.com,35,Male,Goa,West,2024-11-15,Active,11.0,3389.38,1240.6,308.12545454545455,2025-11-04,19.0,57.0,1
C02948,Aanya Reddy,aanya.reddy2948@example.com,18,Female,Kolkata,East,2024-06-24,Active,1.0,644.98,154.03,644.98,2024-02-19,3.0,681.0,1
C02949,Neha Miller,neha.miller2949@example.com,33,Other,Kolkata,East,2023-03-16,Inactive,4.0,4038.7400000000002,1030.97,1009.6850000000001,2025-06-21,8.0,193.0,1
C02950,Nikhil Kapoor,nikhil.kapoor2950@example.com,18,Male,Kolkata,East,2025-06-02,Active,7.0,3218.83,1026.34,459.8328571428571,2025-11-07,16.0,54.0,1
C02951,Nikhil Miller,nikhil.miller2951@example.com,47,Female,Coimbatore,South,2024-10-04,Active,1.0,119.99,47.78,119.99,2024-11-14,1.0,412.0,1
C02952,Daniel Mehta,daniel.mehta2952@example.com,42,Female,Bhubaneswar,East,2023-01-18,Inactive,5.0,1755.0,502.65,351.0,2025-11-18,8.0,43.0,1
C02953,Divya Nair,divya.nair2953@example.com,39,Female,Surat,West,2023-06-16,Active,11.0,3089.67,844.74,280.8790909090909,2025-08-31,19.0,122.0,1
C02954,Emma Joshi,emma.joshi2954@example.com,50,Female,Pune,West,2024-11-18,Active,13.0,4552.99,1415.77,350.22999999999996,2025-12-06,30.0,25.0,1
C02955,Aarav Johnson,aarav.johnson2955@example.com,25,Male,Chennai,South,2025-02-02,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02956,Mia Patel,mia.patel2956@example.com,52,Male,Surat,West,2024-08-01,Active,3.0,410.84000000000003,134.17000000000002,136.9466666666667,2025-11-22,5.0,39.0,1
C02957,Aarav Joshi,aarav.joshi2957@example.com,44,Other,Lucknow,North,2024-11-21,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02958,Rohan Gupta,rohan.gupta2958@example.com,32,Female,Jaipur,North,2023-08-26,Active,8.0,2291.7599999999998,672.6,286.46999999999997,2025-11-08,15.0,53.0,1
C02959,Ishita Moore,ishita.moore2959@example.com,46,Male,Chennai,South,2023-07-27,Active,1.0,287.01,70.39,287.01,2025-08-23,2.0,130.0,1
C02960,Nikhil Johnson,nikhil.johnson2960@example.com,23,Male,Mumbai,West,2024-04-20,Active,11.0,1684.31,605.01,153.11909090909091,2025-12-30,14.0,1.0,1
C02961,Ananya Reddy,ananya.reddy2961@example.com,26,Other,Mysuru,South,2023-06-17,Active,5.0,1792.76,640.2,358.552,2025-02-24,7.0,310.0,1
C02962,Michael Kapoor,michael.kapoor2962@example.com,28,Male,Jaipur,North,2025-04-24,Active,5.0,2390.79,808.5,478.158,2025-06-01,11.0,213.0,1
C02963,Nikhil Brown,nikhil.brown2963@example.com,29,Other,Bhubaneswar,East,2024-08-10,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02964,Rohan Gupta,rohan.gupta2964@example.com,24,Female,Mumbai,West,2023-03-18,Inactive,2.0,204.1,96.38,102.05,2024-11-12,2.0,414.0,1
C02965,Vikram Williams,vikram.williams2965@example.com,47,Male,Patna,East,2025-01-13,Inactive,10.0,3145.61,934.36,314.56100000000004,2025-12-08,19.0,23.0,1
C02966,Rahul Joshi,rahul.joshi2966@example.com,32,Female,Kolkata,East,2024-06-06,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02967,Vikram Nair,vikram.nair2967@example.com,38,Male,Chandigarh,North,2023-08-31,Active,4.0,1605.81,541.11,401.4525,2025-05-24,8.0,221.0,1
C02968,Karan Brown,karan.brown2968@example.com,29,Other,Kolkata,East,2023-04-21,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02969,Sophia Brown,sophia.brown2969@example.com,18,Other,Nagpur,West,2024-06-09,Active,3.0,736.44,184.30999999999997,245.48000000000002,2025-08-22,6.0,131.0,1
C02970,Aarav Verma,aarav.verma2970@example.com,37,Other,Hyderabad,South,2023-04-05,Inactive,4.0,573.74,217.82,143.435,2025-12-12,10.0,19.0,1
C02971,Daniel Gupta,daniel.gupta2971@example.com,18,Female,Hyderabad,South,2024-06-15,Inactive,1.0,27.12,5.58,27.12,2025-06-15,1.0,199.0,1
C02972,Varun Johnson,varun.johnson2972@example.com,34,Female,Pune,West,2025-01-22,Inactive,11.0,3855.2599999999998,1352.68,350.4781818181818,2025-11-11,14.0,50.0,1
C02973,Michael Kapoor,michael.kapoor2973@example.com,21,Male,Pune,West,2025-06-14,Inactive,2.0,99.27000000000001,20.79,49.635000000000005,2025-04-05,2.0,270.0,1
C02974,Isabella Smith,isabella.smith2974@example.com,54,Male,Hyderabad,South,2024-07-10,Active,1.0,76.58,11.96,76.58,2025-10-25,3.0,67.0,1
C02975,Aarav Iyer,aarav.iyer2975@example.com,44,Male,Ranchi,East,2024-08-09,Active,7.0,2422.66,979.61,346.0942857142857,2025-10-11,16.0,81.0,1
C02976,Sophia Moore,sophia.moore2976@example.com,36,Other,Chandigarh,North,2024-07-11,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02977,Olivia Kumar,olivia.kumar2977@example.com,47,Female,Surat,West,2024-05-04,Active,2.0,166.56,46.03,83.28,2025-09-22,3.0,100.0,1
C02978,Sneha Joshi,sneha.joshi2978@example.com,26,Other,Surat,West,2025-03-09,Active,3.0,366.08,129.65,122.02666666666666,2025-06-06,3.0,208.0,1
C02979,Michael Sharma,michael.sharma2979@example.com,40,Female,Lucknow,North,2024-07-07,Active,4.0,1287.62,508.9,321.905,2025-11-16,5.0,45.0,1
C02980,Sneha Miller,sneha.miller2980@example.com,36,Female,Bengaluru,South,2023-12-02,Active,5.0,751.3100000000001,292.67,150.262,2025-11-27,8.0,34.0,1
C02981,Olivia Wilson,olivia.wilson2981@example.com,37,Female,Chandigarh,North,2023-01-16,Active,5.0,2299.22,723.47,459.84399999999994,2025-09-06,10.0,116.0,1
C02982,Olivia Mehta,olivia.mehta2982@example.com,47,Female,Mumbai,West,2024-08-06,Active,5.0,2852.46,1078.88,570.492,2025-06-15,9.0,199.0,1
C02983,Daniel Anderson,daniel.anderson2983@example.com,42,Male,Amritsar,North,2023-03-16,Inactive,13.0,6176.849999999999,2030.33,475.14230769230767,2025-10-23,29.0,69.0,1
C02984,Varun Joshi,varun.joshi2984@example.com,37,Female,Chennai,South,2025-02-12,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02985,Varun Johnson,varun.johnson2985@example.com,18,Other,Amritsar,North,2023-10-02,Active,1.0,52.02,18.51,52.02,2024-11-08,1.0,418.0,1
C02986,Isabella Sharma,isabella.sharma2986@example.com,25,Male,Guwahati,East,2023-05-10,Inactive,3.0,268.99,103.95,89.66333333333334,2025-12-22,5.0,9.0,1
C02987,Sophia Patel,sophia.patel2987@example.com,33,Other,Lucknow,North,2024-12-09,Active,1.0,646.81,104.86,646.81,2024-09-29,1.0,458.0,1
C02988,Divya Moore,divya.moore2988@example.com,35,Other,Nagpur,West,2023-09-14,Active,3.0,1167.77,518.36,389.25666666666666,2024-05-30,6.0,580.0,1
C02989,Neha Davis,neha.davis2989@example.com,23,Female,Bhubaneswar,East,2025-05-16,Active,3.0,986.14,205.92000000000002,328.7133333333333,2025-01-06,7.0,359.0,1
C02990,Arjun Nair,arjun.nair2990@example.com,59,Female,Dehradun,North,2024-04-07,Active,4.0,1032.08,309.24,258.02,2025-05-23,7.0,222.0,1
C02991,James Miller,james.miller2991@example.com,50,Female,Mumbai,West,2023-04-04,Active,1.0,183.16,64.84,183.16,2025-05-19,1.0,226.0,1
C02992,David Johnson,david.johnson2992@example.com,41,Female,Bengaluru,South,2024-04-03,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02993,Michael Wilson,michael.wilson2993@example.com,35,Male,Coimbatore,South,2023-01-27,Inactive,2.0,1193.97,247.31,596.985,2025-12-24,3.0,7.0,1
C02994,Karan Anderson,karan.anderson2994@example.com,32,Male,Ahmedabad,West,2024-09-20,Active,6.0,1265.0500000000002,420.95,210.8416666666667,2025-11-09,14.0,52.0,1
C02995,Divya Johnson,divya.johnson2995@example.com,25,Female,Surat,West,2024-01-29,Active,7.0,1971.33,813.15,281.61857142857144,2025-12-28,12.0,3.0,1
C02996,Pooja Moore,pooja.moore2996@example.com,35,Male,Goa,West,2025-05-07,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C02997,Varun Gupta,varun.gupta2997@example.com,37,Female,Guwahati,East,2025-02-06,Active,7.0,1950.96,685.94,278.7085714285714,2025-12-01,11.0,30.0,1
C02998,Aarav Joshi,aarav.joshi2998@example.com,22,Other,Guwahati,East,2023-07-10,Active,2.0,759.86,169.39999999999998,379.93,2024-12-20,5.0,376.0,1
C02999,Aanya Moore,aanya.moore2999@example.com,38,Female,Chennai,South,2025-06-23,Active,3.0,1039.26,466.56,346.42,2025-12-11,4.0,20.0,1
C03000,Karan Taylor,karan.taylor3000@example.com,33,Other,Ranchi,East,2023-12-06,Active,1.0,141.16,68.95,141.16,2025-08-28,1.0,125.0,1
C03001,Olivia Kumar,olivia.kumar3001@example.com,18,Male,Delhi,North,2023-10-14,Inactive,3.0,775.3499999999999,198.34,258.45,2025-01-25,6.0,340.0,1
C03002,Aditya Das,aditya.das3002@example.com,26,Female,Mysuru,South,2023-09-15,Active,6.0,2582.72,502.41,430.4533333333333,2025-10-21,13.0,71.0,1
C03003,Varun Joshi,varun.joshi3003@example.com,30,Male,Surat,West,2023-05-24,Active,14.0,6186.01,2056.27,441.85785714285714,2025-08-28,27.0,125.0,1
C03004,Daniel Rao,daniel.rao3004@example.com,53,Other,Bhubaneswar,East,2023-05-17,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03005,William Rao,william.rao3005@example.com,40,Male,Ranchi,East,2024-07-13,Inactive,13.0,5446.56,1792.16,418.9661538461539,2025-12-06,19.0,25.0,1
C03006,Karan Verma,karan.verma3006@example.com,21,Female,Lucknow,North,2023-03-23,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03007,Kavya Anderson,kavya.anderson3007@example.com,39,Female,Bhubaneswar,East,2025-01-09,Inactive,5.0,1433.26,490.79,286.652,2025-12-27,8.0,4.0,1
C03008,Mia Iyer,mia.iyer3008@example.com,19,Female,Pune,West,2023-06-21,Inactive,8.0,2744.46,761.57,343.0575,2025-12-14,16.0,17.0,1
C03009,Varun Rao,varun.rao3009@example.com,45,Other,Kochi,South,2023-08-16,Active,1.0,440.78,91.79,440.78,2024-07-23,3.0,526.0,1
C03010,Sneha Smith,sneha.smith3010@example.com,30,Male,Kolkata,East,2024-07-27,Active,9.0,4816.24,2007.79,535.1377777777777,2025-08-25,16.0,128.0,1
C03011,Aarav Miller,aarav.miller3011@example.com,34,Female,Patna,East,2024-06-15,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03012,Aditya Sharma,aditya.sharma3012@example.com,48,Other,Goa,West,2023-11-25,Active,1.0,324.85,70.13,324.85,2024-01-23,2.0,708.0,1
C03013,Sneha Sharma,sneha.sharma3013@example.com,22,Male,Patna,East,2023-11-10,Active,9.0,4499.7,1399.51,499.96666666666664,2025-12-28,19.0,3.0,1
C03014,David Smith,david.smith3014@example.com,21,Other,Dehradun,North,2023-03-18,Inactive,11.0,5180.18,2218.67,470.92545454545456,2025-08-28,19.0,125.0,1
C03015,Divya Brown,divya.brown3015@example.com,29,Male,Chandigarh,North,2023-02-18,Active,11.0,7704.68,3360.29,700.4254545454546,2025-09-29,20.0,93.0,1
C03016,Sneha Mehta,sneha.mehta3016@example.com,45,Male,Guwahati,East,2023-03-30,Inactive,3.0,789.02,306.3,263.00666666666666,2025-09-07,5.0,115.0,1
C03017,Neha Reddy,neha.reddy3017@example.com,19,Female,Kochi,South,2023-10-28,Active,3.0,1382.6599999999999,288.94,460.8866666666666,2025-02-15,5.0,319.0,1
C03018,Rohan Kumar,rohan.kumar3018@example.com,18,Male,Patna,East,2025-01-16,Active,4.0,1852.34,612.28,463.085,2025-12-10,13.0,21.0,1
C03019,Pooja Taylor,pooja.taylor3019@example.com,30,Other,Kochi,South,2023-04-10,Active,20.0,11142.93,3834.98,557.1465000000001,2025-12-23,49.0,8.0,1
C03020,Isabella Iyer,isabella.iyer3020@example.com,40,Male,Surat,West,2023-01-17,Inactive,1.0,197.8,78.4,197.8,2025-05-01,3.0,244.0,1
C03021,James Miller,james.miller3021@example.com,47,Male,Bhubaneswar,East,2023-10-18,Inactive,2.0,393.19,172.35,196.595,2025-11-24,2.0,37.0,1
C03022,Michael Das,michael.das3022@example.com,30,Male,Delhi,North,2024-04-12,Active,4.0,2026.12,775.25,506.53,2025-05-08,9.0,237.0,1
C03023,Varun Smith,varun.smith3023@example.com,30,Female,Dehradun,North,2024-07-28,Active,3.0,477.75,143.85,159.25,2025-04-02,7.0,273.0,1
C03024,Aarav Mehta,aarav.mehta3024@example.com,46,Female,Kochi,South,2023-05-13,Active,2.0,410.14,155.62,205.07,2025-01-29,7.0,336.0,1
C03025,Priya Singh,priya.singh3025@example.com,18,Female,Ranchi,East,2024-07-24,Active,19.0,5242.58,1380.19,275.92526315789473,2025-12-24,31.0,7.0,1
C03026,Aanya Iyer,aanya.iyer3026@example.com,31,Other,Surat,West,2024-06-02,Active,2.0,140.03,54.31,70.015,2025-12-14,2.0,17.0,1
C03027,Nikhil Mehta,nikhil.mehta3027@example.com,36,Female,Goa,West,2025-06-02,Active,23.0,8078.23,2252.7,351.2273913043478,2025-12-29,41.0,2.0,1
C03028,Aditya Smith,aditya.smith3028@example.com,39,Female,Nagpur,West,2025-01-28,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03029,Daniel Iyer,daniel.iyer3029@example.com,29,Other,Guwahati,East,2024-08-25,Active,2.0,731.97,257.27,365.985,2025-11-29,7.0,32.0,1
C03030,Sophia Moore,sophia.moore3030@example.com,35,Other,Patna,East,2023-10-22,Active,9.0,2683.71,758.41,298.19,2025-10-12,14.0,80.0,1
C03031,Divya Kumar,divya.kumar3031@example.com,18,Male,Chennai,South,2025-04-11,Active,5.0,653.04,263.76,130.608,2025-03-01,6.0,305.0,1
C03032,Rahul Sharma,rahul.sharma3032@example.com,28,Male,Kolkata,East,2023-02-13,Active,9.0,4410.27,1283.51,490.03000000000003,2025-06-21,16.0,193.0,1
C03033,Daniel Rao,daniel.rao3033@example.com,39,Other,Patna,East,2024-10-24,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03034,Rahul Miller,rahul.miller3034@example.com,25,Male,Jaipur,North,2025-03-29,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03035,Rohan Sharma,rohan.sharma3035@example.com,35,Female,Kolkata,East,2023-12-15,Active,1.0,172.92,72.54,172.92,2025-06-04,1.0,210.0,1
C03036,Daniel Kapoor,daniel.kapoor3036@example.com,39,Other,Mysuru,South,2025-01-25,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03037,Neha Nair,neha.nair3037@example.com,31,Other,Lucknow,North,2024-06-21,Active,19.0,6443.77,2177.4300000000003,339.14578947368426,2025-12-03,32.0,28.0,1
C03038,Divya Moore,divya.moore3038@example.com,36,Female,Goa,West,2023-05-28,Active,1.0,146.93,30.6,146.93,2025-09-03,1.0,119.0,1
C03039,Nikhil Miller,nikhil.miller3039@example.com,25,Female,Kochi,South,2025-01-06,Inactive,2.0,908.45,350.37,454.225,2025-05-14,8.0,231.0,1
C03040,Emma Sharma,emma.sharma3040@example.com,32,Male,Pune,West,2024-01-11,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03041,Neha Gupta,neha.gupta3041@example.com,41,Male,Chennai,South,2024-06-22,Active,6.0,1753.54,689.74,292.25666666666666,2025-12-16,14.0,15.0,1
C03042,Kavya Kumar,kavya.kumar3042@example.com,36,Other,Mysuru,South,2023-05-17,Active,1.0,449.08,110.98,449.08,2024-10-20,1.0,437.0,1
C03043,Rohan Davis,rohan.davis3043@example.com,29,Male,Jaipur,North,2025-06-18,Inactive,1.0,307.54,158.74,307.54,2025-02-22,2.0,312.0,1
C03044,Neha Davis,neha.davis3044@example.com,37,Male,Dehradun,North,2023-03-02,Active,2.0,1158.6,618.72,579.3,2025-08-26,6.0,127.0,1
C03045,Sanjay Rao,sanjay.rao3045@example.com,42,Female,Delhi,North,2023-09-26,Active,4.0,937.23,173.73,234.3075,2025-07-10,8.0,174.0,1
C03046,Kavya Malhotra,kavya.malhotra3046@example.com,18,Female,Mysuru,South,2023-01-25,Active,20.0,12751.08,4441.99,637.554,2025-09-14,34.0,108.0,1
C03047,Sanjay Moore,sanjay.moore3047@example.com,46,Male,Surat,West,2024-11-12,Active,2.0,1153.87,533.6,576.935,2025-09-28,2.0,94.0,1
C03048,Pooja Malhotra,pooja.malhotra3048@example.com,31,Female,Chennai,South,2023-09-24,Active,6.0,3916.56,1015.6899999999999,652.76,2025-12-31,15.0,0.0,1
C03049,Daniel Mehta,daniel.mehta3049@example.com,39,Female,Guwahati,East,2023-05-19,Active,25.0,9181.13,2550.86,367.24519999999995,2025-11-24,52.0,37.0,1
C03050,Rahul Davis,rahul.davis3050@example.com,46,Male,Lucknow,North,2024-06-07,Active,6.0,3173.44,1248.71,528.9066666666666,2025-11-28,12.0,33.0,1
C03051,David Wilson,david.wilson3051@example.com,21,Other,Surat,West,2023-09-04,Active,21.0,6753.95,1916.29,321.6166666666667,2025-11-20,39.0,41.0,1
C03052,Kavya Verma,kavya.verma3052@example.com,27,Other,Mumbai,West,2024-03-26,Inactive,15.0,6550.82,1968.26,436.7213333333333,2025-12-11,27.0,20.0,1
C03053,Arjun Malhotra,arjun.malhotra3053@example.com,32,Other,Pune,West,2023-08-09,Active,1.0,96.55,32.16,96.55,2024-11-18,1.0,408.0,1
C03054,Daniel Williams,daniel.williams3054@example.com,27,Male,Coimbatore,South,2025-05-07,Inactive,6.0,2201.39,892.3199999999999,366.8983333333333,2025-11-10,10.0,51.0,1
C03055,Priya Singh,priya.singh3055@example.com,52,Other,Bhubaneswar,East,2024-08-03,Inactive,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03056,Meera Verma,meera.verma3056@example.com,26,Male,Mysuru,South,2025-01-20,Active,5.0,1712.29,550.47,342.45799999999997,2025-08-13,12.0,140.0,1
C03057,Arjun Miller,arjun.miller3057@example.com,29,Female,Guwahati,East,2023-08-30,Active,6.0,2708.93,581.47,451.4883333333333,2024-04-16,13.0,624.0,1
C03058,David Verma,david.verma3058@example.com,37,Female,Bengaluru,South,2024-10-30,Active,2.0,209.44,65.92,104.72,2025-09-19,2.0,103.0,1
C03059,Isabella Johnson,isabella.johnson3059@example.com,22,Male,Coimbatore,South,2023-11-24,Active,7.0,1313.86,374.07,187.6942857142857,2025-09-04,11.0,118.0,1
C03060,Meera Kumar,meera.kumar3060@example.com,31,Female,Patna,East,2025-01-12,Active,6.0,1917.31,611.24,319.5516666666667,2025-04-22,8.0,253.0,1
C03061,Priya Joshi,priya.joshi3061@example.com,38,Female,Pune,West,2023-09-11,Inactive,1.0,152.87,25.51,152.87,2024-02-14,1.0,686.0,1
C03062,Isabella Mehta,isabella.mehta3062@example.com,31,Other,Patna,East,2025-04-10,Inactive,6.0,2004.1100000000001,519.5799999999999,334.0183333333334,2025-12-17,9.0,14.0,1
C03063,James Taylor,james.taylor3063@example.com,34,Male,Goa,West,2023-07-04,Inactive,1.0,78.96,29.39,78.96,2025-06-11,1.0,203.0,1
C03064,Priya Williams,priya.williams3064@example.com,29,Male,Mumbai,West,2024-03-26,Active,3.0,1471.6699999999998,391.05,490.5566666666666,2025-12-14,10.0,17.0,1
C03065,Sneha Wilson,sneha.wilson3065@example.com,19,Other,Lucknow,North,2024-04-24,Active,12.0,5880.83,1562.08,490.06916666666666,2025-12-26,20.0,5.0,1
C03066,Ananya Gupta,ananya.gupta3066@example.com,38,Female,Nagpur,West,2024-12-25,Inactive,5.0,1226.8899999999999,294.97,245.378,2025-02-09,8.0,325.0,1
C03067,Varun Johnson,varun.johnson3067@example.com,52,Other,Bhubaneswar,East,2023-09-06,Active,3.0,722.6,245.5,240.86666666666667,2025-08-31,9.0,122.0,1
C03068,Michael Kumar,michael.kumar3068@example.com,35,Male,Dehradun,North,2025-03-23,Active,3.0,1647.1,591.19,549.0333333333333,2025-09-21,7.0,101.0,1
C03069,Rohan Verma,rohan.verma3069@example.com,37,Male,Amritsar,North,2025-06-23,Active,1.0,132.6,45.56,132.6,2024-09-10,1.0,477.0,1
C03070,Sophia Wilson,sophia.wilson3070@example.com,41,Female,Goa,West,2024-06-15,Active,9.0,1971.3700000000001,801.3,219.04111111111112,2025-09-25,16.0,97.0,1
C03071,Olivia Gupta,olivia.gupta3071@example.com,22,Other,Ahmedabad,West,2025-01-27,Active,5.0,1229.65,433.39000000000004,245.93,2025-12-29,7.0,2.0,1
C03072,Ishita Verma,ishita.verma3072@example.com,52,Male,Guwahati,East,2024-10-14,Active,8.0,1666.45,607.35,208.30625,2024-11-15,16.0,411.0,1
C03073,Rohan Sharma,rohan.sharma3073@example.com,37,Female,Delhi,North,2023-11-06,Active,1.0,174.64,56.44,174.64,2024-03-27,2.0,644.0,1
C03074,Arjun Williams,arjun.williams3074@example.com,51,Other,Nagpur,West,2023-11-25,Active,14.0,8964.31,2832.78,640.3078571428571,2025-12-25,27.0,6.0,1
C03075,William Verma,william.verma3075@example.com,27,Male,Lucknow,North,2025-06-11,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03076,Michael Singh,michael.singh3076@example.com,53,Other,Delhi,North,2024-08-14,Active,4.0,648.88,185.72,162.22,2025-08-24,4.0,129.0,1
C03077,Arjun Nair,arjun.nair3077@example.com,42,Male,Kolkata,East,2024-05-04,Active,1.0,360.69,82.47,360.69,2024-11-12,3.0,414.0,1
C03078,Divya Gupta,divya.gupta3078@example.com,40,Male,Hyderabad,South,2024-08-13,Active,2.0,884.53,343.81,442.265,2024-12-08,7.0,388.0,1
C03079,Rohan Wilson,rohan.wilson3079@example.com,37,Other,Mumbai,West,2024-05-26,Active,17.0,5391.1900000000005,2137.02,317.1288235294118,2025-11-21,24.0,40.0,1
C03080,Karan Patel,karan.patel3080@example.com,32,Other,Jaipur,North,2023-06-04,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03081,Priya Kumar,priya.kumar3081@example.com,47,Other,Jaipur,North,2024-12-18,Inactive,2.0,1245.65,280.37,622.825,2025-09-14,5.0,108.0,1
C03082,Michael Wilson,michael.wilson3082@example.com,36,Male,Surat,West,2023-02-24,Active,5.0,3190.25,687.23,638.05,2025-11-27,9.0,34.0,1
C03083,Ananya Joshi,ananya.joshi3083@example.com,18,Female,Delhi,North,2023-04-18,Active,3.0,267.99,64.46,89.33,2024-04-05,4.0,635.0,1
C03084,Ananya Davis,ananya.davis3084@example.com,23,Other,Hyderabad,South,2023-02-02,Active,5.0,314.45,139.37,62.89,2025-10-06,6.0,86.0,1
C03085,Michael Malhotra,michael.malhotra3085@example.com,33,Male,Guwahati,East,2023-07-22,Inactive,3.0,634.53,188.09,211.51,2025-04-04,3.0,271.0,1
C03086,Neha Williams,neha.williams3086@example.com,38,Male,Hyderabad,South,2024-03-17,Active,4.0,972.43,232.72,243.1075,2025-12-02,7.0,29.0,1
C03087,Aarav Wilson,aarav.wilson3087@example.com,34,Male,Coimbatore,South,2024-04-11,Active,7.0,1595.28,479.36,227.89714285714285,2025-07-07,10.0,177.0,1
C03088,Ananya Singh,ananya.singh3088@example.com,47,Female,Guwahati,East,2023-06-30,Active,8.0,3760.26,1032.14,470.0325,2025-12-25,18.0,6.0,1
C03089,Sophia Johnson,sophia.johnson3089@example.com,18,Other,Kolkata,East,2024-02-09,Active,1.0,61.2,27.69,61.2,2024-02-08,1.0,692.0,1
C03090,Isabella Sharma,isabella.sharma3090@example.com,36,Other,Chennai,South,2024-11-11,Active,27.0,14661.03,5959.070000000001,543.0011111111112,2025-12-29,50.0,2.0,1
C03091,Divya Nair,divya.nair3091@example.com,18,Female,Bengaluru,South,2023-05-12,Active,1.0,1339.0,436.06,1339.0,2024-07-31,2.0,518.0,1
C03092,Isabella Das,isabella.das3092@example.com,42,Female,Mysuru,South,2025-01-08,Active,0.0,0.0,0.0,0.0,,0.0,0.0,0
C03093,Emma Miller,emma.miller3093@example.com,34,Male,Dehradun,North,2025-04-04,Inactive,1.0,234.21,66.06,234.21,2024-09-20,3.0,467.0,1
